Nombre,Harris,Pence,Biden,Trump,Fecha,Tuits
Donald Trump,,,,Donald Trump,2021-01-07 05:19:25,2874953
Joe Biden,,,Joe Biden,,2021-01-07 05:19:25,2494369
Mike Pence,,Mike Pence,,,2021-01-07 05:19:25,1924219
Donald Trump,,,,Donald Trump,2021-01-07 06:20:42,2867491
Joe Biden,,,Joe Biden,,2021-01-07 06:20:42,2414744
Mike Pence,,Mike Pence,,,2021-01-07 06:20:42,1429390
Donald Trump,,,,Donald Trump,2021-01-07 07:21:59,2707360
Joe Biden,,,Joe Biden,,2021-01-07 07:21:59,1934375
Mike Pence,,Mike Pence,,,2021-01-07 07:21:59,1131585
Donald Trump,,,,Donald Trump,2021-01-07 08:23:16,4608298
Joe Biden,,,Joe Biden,,2021-01-07 08:23:16,2581043
Mike Pence,,Mike Pence,,,2021-01-07 08:23:16,1576385
Donald Trump,,,,Donald Trump,2021-01-07 09:24:31,10822138
Joe Biden,,,Joe Biden,,2021-01-07 09:24:31,2728416
Mike Pence,,Mike Pence,,,2021-01-07 09:24:31,1593932
Donald Trump,,,,Donald Trump,2021-01-07 10:25:47,5576517
Joe Biden,,,Joe Biden,,2021-01-07 10:25:47,2798957
Donald Trump,,,,Donald Trump,2021-01-07 11:27:02,3481238
Joe Biden,,,Joe Biden,,2021-01-07 11:27:02,2845632
Donald Trump,,,,Donald Trump,2021-01-07 12:28:34,1845171
Joe Biden,,,Joe Biden,,2021-01-07 12:28:34,2778454
Donald Trump,,,,Donald Trump,2021-01-07 13:30:11,2218440
Joe Biden,,,Joe Biden,,2021-01-07 13:30:11,2941434
Donald Trump,,,,Donald Trump,2021-01-09 00:15:32,1169994
Donald Trump,,,,Donald Trump,2021-01-09 01:16:50,1208999
Donald Trump,,,,Donald Trump,2021-01-09 03:19:30,1272539
Donald Trump,,,,Donald Trump,2021-01-09 04:20:50,1363011
Donald Trump,,,,Donald Trump,2021-01-09 08:25:59,1451225
Joe Biden,,,Joe Biden,,2021-01-15 07:31:09,1284573
Donald Trump,,,,Donald Trump,2021-01-19 06:34:46,3135701
Donald Trump,,,,Donald Trump,2021-01-19 07:36:02,2708398
Joe Biden,,,Joe Biden,,2021-01-20 04:02:24,1323853
Joe Biden,,,Joe Biden,,2021-01-20 05:03:46,1976149
Joe Biden,,,Joe Biden,,2021-01-20 06:05:04,2275299
Joe Biden,,,Joe Biden,,2021-01-20 07:06:21,2313303
Joe Biden,,,Joe Biden,,2021-01-20 08:07:38,2346814
Joe Biden,,,Joe Biden,,2021-01-20 09:08:55,2380334
Joe Biden,,,Joe Biden,,2021-01-20 10:10:12,2408909
Joe Biden,,,Joe Biden,,2021-01-20 11:11:29,2440984
Joe Biden,,,Joe Biden,,2021-01-20 12:12:48,2478502
Joe Biden,,,Joe Biden,,2021-01-20 13:14:08,2532713
Joe Biden,,,Joe Biden,,2021-01-20 14:15:29,2646700
Joe Biden,,,Joe Biden,,2021-01-20 15:16:48,2817293
Joe Biden,,,Joe Biden,,2021-01-20 16:18:10,3029653
Joe Biden,,,Joe Biden,,2021-01-20 16:18:10,3029653
Joe Biden,,,Joe Biden,,2021-01-20 18:20:55,2154207
Joe Biden,,,Joe Biden,,2021-01-20 19:22:16,2432860
Joe Biden,,,Joe Biden,,2021-01-20 19:22:16,2432860
Joe Biden,,,Joe Biden,,2021-01-20 20:23:38,2486859
Joe Biden,,,Joe Biden,,2021-01-20 20:23:38,2486859
Joe Biden,,,Joe Biden,,2021-01-20 21:24:58,2270786
Joe Biden,,,Joe Biden,,2021-01-20 22:26:18,3930023
Joe Biden,,,Joe Biden,,2021-01-20 23:27:37,3751104
Joe Biden,,,Joe Biden,,2021-01-21 00:28:57,2365190
Joe Biden,,,Joe Biden,,2021-01-21 06:36:57,2222227
Kamala Harris,Kamala Harris,,,,2021-01-21 06:36:57,1270051
Donald Trump,,,,Donald Trump,2021-01-21 06:36:57,1879764
Joe Biden,,,Joe Biden,,2021-01-21 07:38:14,2239879
Donald Trump,,,,Donald Trump,2021-01-21 07:38:14,1974971
Kamala Harris,Kamala Harris,,,,2021-01-21 07:38:14,1276211
Joe Biden,,,Joe Biden,,2021-01-21 08:39:31,6156780
Donald Trump,,,,Donald Trump,2021-01-21 08:39:31,5326718
Kamala Harris,Kamala Harris,,,,2021-01-21 08:39:31,1282133
Joe Biden,,,Joe Biden,,2021-01-21 09:40:54,7212095
Donald Trump,,,,Donald Trump,2021-01-21 09:40:54,6521825
Kamala Harris,Kamala Harris,,,,2021-01-21 09:40:54,1287844
Joe Biden,,,Joe Biden,,2021-01-21 10:42:11,7241268
Kamala Harris,Kamala Harris,,,,2021-01-21 11:43:32,1294634
Joe Biden,,,Joe Biden,,2021-02-17 08:01:24,1106780
Joe Biden,,,Joe Biden,,2021-02-26 11:01:26,1062799
Joe Biden,,,Joe Biden,,2021-02-26 15:01:29,1221452
Joe Biden,,,Joe Biden,,2021-02-26 19:01:30,1404388
Joe Biden,,,Joe Biden,,2021-03-12 07:01:22,1294858
Joe Biden,,,Joe Biden,,2021-03-19 23:01:29,1447329
Joe Biden,,,Joe Biden,,2021-04-29 06:01:25,1499657
Joe Biden,,,Joe Biden,,2021-04-29 10:01:26,1575668
Joe Biden,,,Joe Biden,,2021-04-29 14:01:36,1713018
Joe Biden,,,Joe Biden,,2021-04-29 18:01:30,1830718
